Intel® Atom™ Processor Z Series,Mobile,Z3770,End of Interactive Support,Q3'13,22 nm,N/A,4,4,1.46 GHz,,2 MB L2,,,No,Yes,4 GB,LPDDR3 1066,2,17.1 GB/s,No,,311 MHz,,,,,,,,,,,,,90°C ,,Yes,Yes,64-bit,,,,Yes,,Intel Atom Z3770 @ 1.46GHz,$149.44*,$149.44 ,744,4.98,546,3.65,4,185.95,13-Dec,UTFCBGA1380,Laptop,13-Dec,12/1/2013
Intel® Atom™ Processor Z Series,Mobile,Z3770D,End of Interactive Support,Q3'13,22 nm,$37.00 ,4,4,1.50 GHz,,2 MB L2,,,No,Yes,2 GB,DDR3L-RS 1333,1,10.6 GB/s,No,,313 MHz,,,,,,,,,,,,,90°C ,,Yes,Yes,64-bit,,,,Yes,,Intel Atom Z3770D @ 1.49GHz,NA,0,506,NA,349,NA,4.4,114.94,14-May,BGA1380,Laptop,14-May,5/1/2014
Intel® Atom™ Processor Z Series,Mobile,Z3775,Launched,Q1'14,22 nm,$35.00 ,4,4,1.46 GHz,,2 MB L2,,,No,Yes,4 GB,LPDDR3 1066,2,17.1 GB/s,,,311 MHz,,,,,,,,,,,,,,,Yes,Yes,64-bit,,,,,,Intel Atom Z3775 @ 1.46GHz,$500.00*,$500.00 ,752,1.5,551,1.1,4,187.9,14-Jul,UTFCBGA1380,Laptop,14-Jul,7/1/2014
Intel® Atom™ Processor Z Series,Mobile,Z3775D,Launched,Q1'14,22 nm,N/A,4,4,1.49 GHz,,2 MB L2,,,No,Yes,2 GB,DDR3L-RS 1333,1,10.6 GB/s,,,311 MHz,,,,,,,,,,,,,,,Yes,Yes,64-bit,,,,,,Intel Atom Z3775D @ 1.49GHz,NA,0,803,NA,662,NA,4.4,182.59,15-Jan,UTFCBGA1380,Laptop,15-Jan,1/1/2015
Intel® Atom™ Processor Z Series,Mobile,Z3795,Launched,Q1'14,22 nm,$40.00 ,4,4,1.59 GHz,,2 MB L2,,,No,Yes,4 GB,LPDDR3 1066,2,17.1 GB/s,,,311 MHz,,,,,,,,,,,,,,,Yes,Yes,64-bit,,,,,,Intel Atom Z3795 @ 1.60GHz,NA,0,1172,NA,645,NA,4,293,14-Jun,UTFCBGA1380,Laptop,14-Jun,6/1/2014
Legacy Intel Atom® Processors,Mobile,Z520,End of Interactive Support,Q2'08,45 nm,N/A,1,,1.33 GHz,,512 KB L2,533 MHz FSB,2 W,No,Yes,,,,,,,,,,,,,,,,,,,,90°C,Yes,Yes,No,32-bit,"SSE2, SSE3, SSSE3",Yes,Yes,,Yes,Intel Atom Z520 @ 1.33GHz,NA,0,240,NA,223,NA,2,119.97,9-May,BGA441,Laptop,9-May,5/1/2009
Legacy Intel Atom® Processors,Mobile,Z530,End of Interactive Support,Q2'08,45 nm,$65.00 ,1,,1.60 GHz,,512 KB L2,533 MHz FSB,2 W,Yes,Yes,,,,,,,,,,,,,,,,,,,,90°C,Yes,Yes,No,32-bit,"SSE2, SSE3, SSSE3",Yes,Yes,,Yes,Intel Atom Z530 @ 1.60GHz,NA,0,281,NA,248,NA,2,140.66,9-Mar,BGA441,Laptop,9-Mar,3/1/2009
Legacy Intel Atom® Processors,Mobile,Z670,End of Interactive Support,Q2'11,45 nm,N/A,1,2,1.50 GHz,,512 KB,,3 W,No,,2.93 GB,DDR2 800,1,,No,,400 MHz,,,LVDS,,,,,,,,,,90,Yes,No,No,32-bit,"SSE2, SSE3, SSSE3",Yes,Yes,,Yes,Intel Atom Z670 @ 1.50GHz,NA,0,244,NA,147,NA,3,81.25,11-Jun,BGA518,Laptop,11-Jun,6/1/2011
Legacy Intel® Celeron® Processor,Desktop,365,End of Interactive Support,Q1'07,65 nm,N/A,1,,3.60 GHz,,512 KB L2,533 MHz FSB,65 W,No,,,,,,No,,,,,,,,,,,,,,,64.4°C,No,No,Yes,64-bit,,No,,,Yes,Intel Celeron 1000M @ 1.80GHz,NA,0,1003,NA,973,NA,35,28.67,13-Mar,FCPGA988,Laptop,13-Mar,3/1/2013
Intel® Celeron® Processor 2000 Series,Mobile,2970M,Launched,Q2'14,22 nm,$75.00 ,2,2,2.20 GHz,,2 MB SmartCache,5 GT/s DMI2,37 W,No,Yes,32 GB,DDR3L 1333/1600,2,25.6 GB/s,No,,400 MHz,1.10 GHz,,eDP/DP/HDMI/VGA ,,,,,,,2,1x16 or 2x8 or 1x8 2x4,16,100°C,No,Yes,Yes,64-bit,SSE4.1/4.2,,Yes,Yes,Yes,Intel Celeron 1005M @ 1.90GHz,NA,0,1087,NA,1026,NA,35,31.06,13-Jul,FCPGA988,Laptop,13-Jul,7/1/2013
Intel® Celeron® Processor 2000 Series,Mobile,2961Y,Launched,Q4'13,22 nm,N/A,2,2,1.10 GHz,,2 MB SmartCache,5 GT/s DMI2,11.5 W,No,Yes,16 GB,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6 GB/s,No,,200 MHz,850 MHz,,eDP/DP/HDMI,,,,,,,2,"4x1, 2x4",12,100°C,No,Yes,Yes,64-bit,SSE4.1/4.2,Yes,Yes,Yes,Yes,Intel Celeron 1007U @ 1.50GHz,$184.99*,$184.99 ,645,3.49,648,3.5,17,37.94,13-Feb,FCBGA1023,Laptop,13-Feb,2/1/2013
Intel® Celeron® Processor 2000 Series,Mobile,2980U,Launched,Q3'13,22 nm,$107.00 ,2,2,1.60 GHz,,2 MB SmartCache,5 GT/s DMI2,15 W,Yes,Yes,16 GB,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6 GB/s,No,,200 MHz,1.00 GHz,,eDP/DP/HDMI,,,,,,,2,"4x1, 2x4",12,100°C,No,Yes,Yes,64-bit,SSE4.1/4.2,Yes,Yes,Yes,Yes,Intel Celeron 1017U @ 1.60GHz,NA,0,963,NA,873,NA,17,56.67,13-Jul,FCBGA1023,Laptop,13-Jul,7/1/2013
Intel® Celeron® Processor 2000 Series,Mobile,2981U,Launched,Q4'13,22 nm,N/A,2,2,1.60 GHz,,2 MB SmartCache,5 GT/s DMI2,15 W,No,Yes,16 GB,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6 GB/s,No,,200 MHz,1.00 GHz,,eDP/DP/HDMI,,,,,,,2,"4x1, 2x4",12,100°C,No,Yes,Yes,64-bit,SSE4.1/4.2,Yes,Yes,Yes,Yes,Intel Celeron 1019Y @ 1.00GHz,NA,0,574,NA,521,NA,10,57.45,14-May,FCBGA1023,Desktop,14-May,5/1/2014
Intel® Celeron® Processor 1000 Series,Mobile,1005M,Launched,Q3'13,22 nm,$75.00 ,2,2,1.90 GHz,,2 MB,5 GT/s DMI,35 W,No,Yes,32 GB,"DDR3/L/-RS 1333/1600	",2,25.6 GB/s,No,,650 MHz,1.00 GHz,,eDP/DP/HDMI/SDVO/CRT,,,,,,,2,"1x16, 2x8, 1x8 2x4",1,105 C,No,Yes,Yes,64-bit,SSE4.x,Yes,Yes,,Yes,Intel Celeron 1020E @ 2.20GHz,NA,0,1401,NA,1222,NA,35,40.04,14-Jul,"FCBGA1023, FCP",Laptop,14-Jul,7/1/2014
Intel® Celeron® Processor 1000 Series,Mobile,1007U,Launched,Q1'13,22 nm,$75.00 ,2,2,1.50 GHz,,2 MB SmartCache,5 GT/s DMI,17 W,No,Yes,32 GB,DDR3/L/-RS 1333/1600,2,25.6 GB/s,No,,350 MHz,1.00 GHz,,eDP/DP/HDMI/SDVO/CRT,,,,,,,2,"1x16, 2x8, 1x8 2x4",1,105 C,No,Yes,Yes,64-bit,SSE4.x,Yes,Yes,,Yes,Intel Celeron 1020M @ 2.10GHz,NA,0,1270,NA,1175,NA,35,36.29,19-Dec,FCPGA988,Laptop,19-Dec,12/1/2019
Intel® Celeron® Processor 1000 Series,Mobile,1017U,Launched,Q3'13,22 nm,$75.00 ,2,2,1.60 GHz,,2 MB,5 GT/s DMI,17 W,No,Yes,32 GB,"DDR3/L/-RS 1333/1600	",2,25.6 GB/s,No,,350 MHz,1.00 GHz,,eDP/DP/HDMI/SDVO/CRT,,,,,,,2,"1x16, 2x8, 1x8 2x4",1,105 C,No,Yes,Yes,64-bit,SSE4.x,Yes,Yes,,Yes,Intel Celeron 1037U @ 1.80GHz,NA,0,862,NA,981,NA,17,50.7,13-Jul,FCBGA1023,Laptop,13-Jul,7/1/2013
Intel® Celeron® Processor 1000 Series,Mobile,1019Y,Launched,Q2'13,22 nm,N/A,2,2,1.00 GHz,,2 MB,5 GT/s DMI,10 W,No,Yes,32 GB,DDR3/L/-RS 1333/1600,2,25.6 GB/s,No,,350 MHz,800 MHz,,eDP/DP/HDMI/SDVO/CRT,,,,,,,,,,105 C,No,Yes,Yes,64-bit,SSE4.x,Yes,Yes,,Yes,Intel Celeron 1047UE @ 1.40GHz,NA,0,746,NA,525,NA,17,43.88,14-Feb,FCBGA1023,Desktop,14-Feb,2/1/2014
Intel® Celeron® Processor 1000 Series,Mobile,1000M,Launched,Q1'13,22 nm,$75.00 ,2,2,1.80 GHz,,2 MB SmartCache,5 GT/s DMI,35 W,No,Yes,32 GB,"DDR3/L/-RS 1333/1600	",2,25.6 GB/s,No,,650 MHz,1.00 GHz,,eDP/DP/HDMI/SDVO/CRT,,,,,,,2,"1x16, 2x8, 1x8 2x4",1,105 C,No,Yes,Yes,64-bit,SSE4.x,Yes,Yes,,Yes,Intel Celeron 2000E @ 2.20GHz,NA,0,1628,NA,1292,NA,37,43.99,17-Jan,FCBGA1364,Laptop,17-Jan,1/1/2017
Intel® Pentium® Processor G Series,Desktop,G3450T,End of Life,Q3'14,22 nm,$75.00 ,2,2,2.90 GHz,,3 MB SmartCache,5 GT/s DMI2,35 W,No,Yes,32 GB,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6 GB/s,Yes,,200 MHz,1.10 GHz,1.7 GB,eDP/DP/HDMI/DVI/VGA,,1920x1080@60Hz,2560x1600@60Hz,2560x1600@60Hz,11.1/12,,Up to 3.0,"Up to 1x16, 2x8, 1x8+2x4",16,66.4°C ,No,Yes,Yes,64-bit,SSE4.1/4.2,Yes,Yes,Yes,Yes,Intel Celeron 2002E @ 1.50GHz,$86.00*,$86.00 ,1105,12.85,878,10.2,25,44.2,18-Nov,FCBGA1364,Laptop,18-Nov,11/1/2018
Legacy Intel® Celeron® Processor,Mobile,T3500,End of Interactive Support,Q3'10,45 nm,N/A,2,,2.10 GHz,,1 MB,800 MHz FSB,35 W,No,,,,,,,,,,,,,,,,,,,,,,,,,64-bit,,,,,,Intel Celeron 215 @ 1.33GHz,NA,0,174,NA,440,NA,27,6.43,9-Nov,BGA479,Laptop,9-Nov,11/1/2009
Legacy Intel® Celeron® Processor,Mobile,T3100,End of Interactive Support,Q3'08,45 nm,$62.00 ,2,,1.90 GHz,,1 MB L2,800 MHz FSB,35 W,Yes,Yes,,,,,,,,,,,,,,,,,,,,105°C,No,No,Yes,64-bit,,,,,Yes,Intel Celeron 220 @ 1.20GHz,NA,0,321,NA,392,NA,19,16.88,9-Mar,BGA479,Desktop,9-Mar,3/1/2009
Intel® Pentium® Processor G Series,Desktop,G3460,End of Life,Q3'14,22 nm,$75.00 - $82.00,2,2,3.50 GHz,,3 MB SmartCache,5 GT/s DMI2,53 W,No,Yes,32 GB,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6 GB/s,Yes,,350 MHz,1.10 GHz,1.7 GB,eDP/DP/HDMI/DVI/VGA,,1920x1080@60Hz,2560x1600@60Hz,2560x1600@60Hz,11.1/12,,Up to 3.0,"Up to 1x16, 2x8, 1x8+2x4",16,72°C,No,Yes,Yes,64-bit,SSE4.1/4.2,Yes,Yes,Yes,Yes,Intel Celeron 2950M @ 2.00GHz,NA,0,1299,NA,1116,NA,37,35.1,14-Apr,FCPGA946,Laptop,14-Apr,4/1/2014
Intel® Pentium® Processor G Series,Desktop,G3460T,End of Life,Q1'15,22 nm,$75.00 ,2,2,3.00 GHz,,3 MB,5 GT/s DMI2,35 W,No,Yes,32 GB,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6 GB/s,Yes,,200 MHz,1.10 GHz,1.7 GB,eDP/DP/HDMI/DVI/VGA,,1920x1080@60Hz,2560x1600@60Hz,2560x1600@60Hz,11.1/12,,Up to 3.0,"Up to 1x16, 2x8, 1x8+2x4",16,66.4°C,No,Yes,Yes,64-bit,SSE4.1/4.2,Yes,Yes,Yes,Yes,Intel Celeron 2955U @ 1.40GHz,NA,0,731,NA,647,NA,15,48.73,13-Oct,FCBGA1168,Laptop,13-Oct,10/1/2013
Intel® Pentium® Processor G Series,Desktop,G3470,End of Life,Q1'15,22 nm,$86.00 ,2,2,3.60 GHz,,3 MB,5 GT/s DMI2,53 W,No,Yes,32 GB,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6 GB/s,Yes,,350 MHz,1.10 GHz,1.7 GB,eDP/DP/HDMI/DVI/VGA,,1920x1080@60Hz,2560x1600@60Hz,2560x1600@60Hz,11.1/12,,Up to 3.0,"Up to 1x16, 2x8, 1x8+2x4",16,72°C,No,Yes,Yes,64-bit,SSE4.1/4.2,,Yes,Yes,Yes,Intel Celeron 2957U @ 1.40GHz,NA,0,821,NA,780,NA,15,54.71,14-Apr,FCBGA1168,Laptop,14-Apr,4/1/2014
Intel® Celeron® Processor 2000 Series,Mobile,2950M,Launched,Q4'13,22 nm,$75.00 ,2,2,2.00 GHz,,2 MB SmartCache,5 GT/s DMI2,37 W,No,Yes,32 GB,DDR3L 1333/1600,2,25.6 GB/s,No,,400 MHz,1.10 GHz,,eDP/DP/HDMI/VGA ,,,,,,,2,1x16 or 2x8 or 1x8 2x4,16,100°C,No,Yes,Yes,64-bit,SSE4.1/4.2,,Yes,Yes,Yes,Intel Celeron 2961Y @ 1.10GHz,NA,0,747,NA,634,NA,11.5,64.96,15-Feb,Unknown,Laptop,15-Feb,2/1/2015
Intel® Celeron® Processor 2000 Series,Embedded,2002E,Launched,Q1'14,22 nm,$86.00 ,2,2,1.50 GHz,,2 MB SmartCache,5 GT/s DMI2,25 W,Yes,Yes,32 GB,DDR3L 1333/1600,2,25.6 GB/s,Yes,,400 MHz,900 MHz,1 GB,eDP/DP/HDMI/VGA,,,,,,,3,1x16 or 2x8 or 1x8 2x4,16,100°C ,No,Yes,Yes,64-bit,SSE4.1/4.2,Yes,Yes,Yes,Yes,Intel Celeron 2970M @ 2.20GHz,NA,0,1520,NA,1255,NA,37,41.08,14-May,FCPGA946,Laptop,14-May,5/1/2014
Intel® Celeron® Processor 2000 Series,Mobile,2955U,Launched,Q3'13,22 nm,$107.00 ,2,2,1.40 GHz,,2 MB SmartCache,5 GT/s DMI2,15 W,No,Yes,16 GB,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6 GB/s,No,,200 MHz,1.00 GHz,,eDP/DP/HDMI,,,,,,,2,"4x1, 1x4, 1x2",10,100°C,No,Yes,Yes,64-bit,SSE4.1/4.2,Yes,Yes,Yes,Yes,Intel Celeron 2980U @ 1.60GHz,NA,0,1077,NA,919,NA,15,71.82,14-Sep,FCBGA1168,Laptop,14-Sep,9/1/2014
Intel® Celeron® Processor 2000 Series,Mobile,2957U,Launched,Q4'13,22 nm,$107.00 ,2,2,1.40 GHz,,2 MB SmartCache,5 GT/s DMI2,15 W,No,Yes,16 GB,"DDR3L 1333/1600, LPDDR3 1333/1600",2,25.6 GB/s,No,,200 MHz,1.00 GHz,,eDP/DP/HDMI,,,,,,,2,"4x1, 1x4, 1x2",10,100°C,No,Yes,Yes,64-bit,SSE4.1/4.2,Yes,Yes,Yes,Yes,Intel Celeron 2981U @ 1.60GHz,NA,0,1001,NA,866,NA,15,66.74,16-Nov,BGA1168,Laptop,16-Nov,11/1/2016
Intel® Celeron® Processor 3000 Series,Mobile,3205U,Launched,Q1'15,14 nm,$107.00 ,2,2,1.50 GHz,,2 MB,5 GT/s DMI2,15 W,No,Yes,16 GB,DDR3L 1333/1600 LPDDR3 1333/1600,2,25.6 GB/s,,,100 MHz,800 MHz,,eDP/DP/HDMI,,,,,11.2/12,,2,4x1 2x4,12,105°C,No,Yes,Yes,64-bit,SSE4.1/4.2,Yes,Yes,Yes,Yes,Intel Celeron 3205U @ 1.50GHz,$287.04*,$287.04 ,966,3.36,888,3.1,15,64.37,15-Apr,FCBGA1168,Laptop,15-Apr,4/1/2015
Intel® Celeron® Processor 3000 Series,Mobile,3215U,Launched,Q2'15,14 nm,$107.00 ,2,2,1.70 GHz,,2 MB,5 GT/s DMI2,15 W,No,Yes,16 GB,DDR3L 1333/1600 LPDDR3 1333/1600,2,25.6 GB/s,,,300 MHz,850 MHz,,eDP/DP/HDMI,,,,,11.2/12,,2,4x1 2x4,12,105°C,No,Yes,Yes,64-bit,SSE4.1/4.2,,Yes,Yes,Yes,Intel Celeron 3215U @ 1.70GHz,NA,0,1131,NA,963,NA,15,75.4,16-Mar,FCBGA1168,Laptop,16-Mar,3/1/2016
Intel® Celeron® Processor 3000 Series,Mobile,3755U,Launched,Q1'15,14 nm,$107.00 ,2,2,1.70 GHz,,2 MB,5 GT/s DMI2,15 W,No,Yes,16 GB,DDR3L 1333/1600 LPDDR3 1333/1600,2,25.6 GB/s,,,100 MHz,800 MHz,,eDP/DP/HDMI,,,,,11.2/12,,2,4x1 2x4,12,105°C,No,Yes,Yes,64-bit,SSE4.1/4.2,Yes,Yes,Yes,Yes,Intel Celeron 3755U @ 1.70GHz,NA,0,1141,NA,991,NA,15,76.1,15-Jan,FCBGA1168,Laptop,15-Jan,1/1/2015
Intel® Celeron® Processor 3000 Series,Mobile,3765U,Launched,Q2'15,14 nm,$107.00 ,2,2,1.90 GHz,,2 MB,5 GT/s DMI2,15 W,Yes,Yes,16 GB,DDR3L 1333/1600 LPDDR3 1333/1600,2,25.6 GB/s,,,300 MHz,850 MHz,,eDP/DP/HDMI,,,,,11.2/12,,2,4x1 2x4,12,105°C,No,Yes,Yes,64-bit,SSE4.1/4.2,,Yes,Yes,Yes,Intel Celeron 3765U @ 1.90GHz,NA,0,1288,NA,1092,NA,15,85.85,16-Jun,FCBGA1168,Laptop,16-Jun,6/1/2016
Intel® Celeron® Processor 3000 Series,Mobile,3855U,Launched,Q4'15,14 nm,$107.00 ,2,2,1.60 GHz,,2 MB SmartCache,4 GT/s OPI,15 W,No,Yes,32 GB,"DDR4-1866/2133, LPDDR3-1600/1866, DDR3L-1333/1600",2,34.1 GB/s,No,,300 MHz,900 MHz,32 GB,eDP/DP/HDMI/DVI,,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,,2,"1x4, 2x2, 1x2+2x1 and 4x1",10,100°C,No,Yes,Yes,64-bit,SSE4.1/4.2,Yes,Yes,Yes,Yes,Intel Celeron 3855U @ 1.60GHz,NA,0,1154,NA,896,NA,15,76.95,16-Mar,FCBGA1356,Laptop,16-Mar,3/1/2016
Intel® Celeron® Processor 3000 Series,Mobile,3865U,Launched,Q1'17,14 nm,$107.00 ,2,2,1.80 GHz,,2 MB SmartCache,4 GT/s OPI,15 W,No,Yes,32 GB,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1 GB/s,No,,300 MHz,900 MHz,32 GB,eDP/DP/HDMI/DVI,,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,,2,"1x4, 2x2, 1x2+2x1 and 4x1",10,100°C,No,Yes,Yes,64-bit,SSE4.1/4.2,Yes,Yes,Yes,Yes,Intel Celeron 3865U @ 1.80GHz,NA,0,1240,NA,1025,NA,15,82.67,17-Jun,BGA1356,Laptop,17-Jun,6/1/2017
Intel® Celeron® Processor 3000 Series,Mobile,3955U,Launched,Q4'15,14 nm,$107.00 ,2,2,2.00 GHz,,2 MB SmartCache,4 GT/s OPI,15 W,Yes,Yes,32 GB,"DDR4-1866/2133, LPDDR3-1600/1866, DDR3L-1333/1600",2,34.1 GB/s,No,,300 MHz,900 MHz,32 GB,eDP/DP/HDMI/DVI,,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"1x4, 2x2, 1x2+2x1 and 4x1",12,100°C,No,Yes,Yes,64-bit,SSE4.1/4.2,Yes,Yes,Yes,Yes,Intel Celeron 3955U @ 2.00GHz,NA,0,1588,NA,1238,NA,15,105.87,16-Feb,FCBGA1356,Laptop,16-Feb,2/1/2016
Intel® Celeron® Processor 3000 Series,Mobile,3965U,Launched,Q1'17,14 nm,$107.00 ,2,2,2.20 GHz,,2 MB SmartCache,4 GT/s OPI,15 W,Yes,Yes,32 GB,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1 GB/s,No,,300 MHz,900 MHz,32 GB,eDP/DP/HDMI/DVI,,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,,2,"1x4, 2x2, 1x2+2x1 and 4x1",10,100°C,No,Yes,Yes,64-bit,SSE4.1/4.2,Yes,Yes,Yes,Yes,Intel Celeron 3965U @ 2.20GHz,$107.00*,$107.00 ,1758,16.43,1366,12.77,15,117.23,17-Dec,FCBGA1356,Laptop,17-Dec,12/1/2017
Intel® Celeron® Processor 3000 Series,Mobile,3965Y,Launched,Q2'17,14 nm,N/A,2,2,1.50 GHz,,2 MB SmartCache,4 GT/s OPI,6 W,No,Yes,16 GB,"LPDDR3-1866, DDR3L-1600",2,29.8 GB/s,No,,300 MHz,850 MHz,16 GB,eDP/DP/HDMI/DVI,,4096x2304@24Hz,4096x2304@60Hz,4096x2304@60Hz,12,,3,"1x4, 2x2, 1x2+2x1 and 4x1",10,100°C,No,Yes,Yes,64-bit,SSE4.1/4.2,Yes,Yes,Yes,Yes,Intel Celeron 3965Y @ 1.50GHz,$107.00*,$107.00 ,1203,11.24,878,8.21,6,200.43,18-Apr,FCBGA1515,Laptop,18-Apr,4/1/2018
Legacy Intel® Celeron® Processor,Mobile,,End of Interactive Support,,,N/A,1,,366 MHz,,128 KB L2,66 MHz FSB,13.1 W,Yes,,,,,,,,,,,,,,,,,,,,,100°C,,,,,,,,,,Intel Celeron 743 @ 1.30GHz,NA,0,254,NA,498,NA,10,25.41,9-Oct,BGA956,Laptop,9-Oct,10/1/2009
Legacy Intel® Celeron® Processor,Desktop,,End of Interactive Support,,180 nm,N/A,1,,700 MHz,,128 KB L2,66 MHz FSB,18.3 W,No,,,,,,No,,,,,,,,,,,,,,,80°C,No,No,No,32-bit,,No,,,No,Intel Celeron 807 @ 1.50GHz,NA,0,424,NA,623,NA,17,24.96,14-Dec,BGA-1023,Laptop,14-Dec,12/1/2014
Legacy Intel® Celeron® Processor,Desktop,,End of Interactive Support,,180 nm,N/A,1,,667 MHz,,128 KB L2,66 MHz FSB,17.5 W,No,,,,,,No,,,,,,,,,,,,,,,82°C,No,No,No,32-bit,,No,,,No,Intel Celeron 807UE @ 1.00GHz,NA,0,209,NA,364,NA,10,20.86,13-Jan,BGA-1023,Laptop,13-Jan,1/1/2013
Legacy Intel® Celeron® Processor,Desktop,,End of Interactive Support,,180 nm,N/A,1,,633 MHz,,128 KB L2,66 MHz FSB,16.5 W,No,,,,,,No,,,,,,,,,,,,,,,82°C,No,No,No,32-bit,,No,,,No,Intel Celeron 827E @ 1.40GHz,NA,0,369,NA,670,NA,17,21.69,12-May,FCBGA1023,Laptop,12-May,5/1/2012
Legacy Intel® Celeron® Processor,Desktop,,End of Interactive Support,,130 nm,N/A,1,,2.30 GHz,,128 KB L2,400 MHz FSB,58.3 W,No,,,,,,No,,,,,,,,,,,,,,,70°C,No,No,No,32-bit,,No,,,No,Intel Celeron 847 @ 1.10GHz,$315.00*,$315.00 ,450,1.43,458,1.46,17,26.47,11-Nov,BGA1023,Laptop,11-Nov,11/1/2011
Legacy Intel® Celeron® Processor,Desktop,,End of Interactive Support,,130 nm,N/A,1,,2.20 GHz,,128 KB L2,400 MHz FSB,57.1 W,No,,,,,,No,,,,,,,,,,,,,,,70°C,No,No,No,32-bit,,No,,,No,Intel Celeron 847E @ 1.10GHz,NA,0,600,NA,506,NA,17,35.27,12-Aug,FCBGA1023,Laptop,12-Aug,8/1/2012
Legacy Intel® Celeron® Processor,Mobile,,End of Interactive Support,,130 nm,N/A,1,,800 MHz,,512 KB L2,400 MHz FSB,7 W,No,,,,,,No,,,,,,,,,,,,,,,100°C,No,No,No,32-bit,,No,,,No,Intel Celeron 857 @ 1.20GHz,NA,0,622,NA,572,NA,17,36.58,11-Nov,BGA1023,Laptop,11-Nov,11/1/2011
Legacy Intel® Celeron® Processor,Mobile,423,End of Interactive Support,Q1'06,65 nm,N/A,1,,1.06 GHz,,1 MB L2,533 MHz FSB,5.5 W,Yes,Yes,,,,,No,,,,,,,,,,,,,,,100°C,No,No,No,32-bit,,No,,,Yes,Intel Celeron 867 @ 1.30GHz,$29.99*,$29.99 ,526,17.55,563,18.78,17,30.96,12-Apr,BGA1023,Laptop,12-Apr,4/1/2012
Legacy Intel® Celeron® Processor,Desktop,,End of Interactive Support,,130 nm,N/A,1,,1.20 GHz,,256 KB L2,100 MHz FSB,32.1 W,No,,,,,,No,,,,,,,,,,,,,,,70°C,No,No,No,32-bit,,No,,,No,Intel Celeron 877 @ 1.40GHz,NA,0,706,NA,633,NA,17,41.52,12-Jun,BGA1023,Laptop,12-Jun,6/1/2012
Legacy Intel® Celeron® Processor,Mobile,440,End of Interactive Support,Q1'06,65 nm,N/A,1,,1.86 GHz,,1 MB L2,533 MHz FSB,27 W,Yes,Yes,,,,,No,,,,,,,,,,,,,,,100°C,No,No,No,32-bit,,No,,,Yes,Intel Celeron 887 @ 1.50GHz,NA,0,650,NA,640,NA,17,38.25,12-Oct,BGA1023,Laptop,12-Oct,10/1/2012
Legacy Intel® Celeron® Processor,Mobile,U3600,End of Interactive Support,Q1'11,32 nm,$134.00 ,2,2,1.20 GHz,,2 MB SmartCache,2.5 GT/s DMI,18 W,No,,8 GB,DDR3 800,2,12.8 GB/s,No,,166 MHz,500 MHz,,,,,,,,,2,1x16,16,105°C,No,Yes,Yes,64-bit,,Yes,Yes,,Yes,Intel Celeron 900 @ 2.20GHz,18.99,18.9,402,21.19,799,42.1,34.8,11.56,9-Aug,PGA478,Laptop,9-Aug,8/1/2009
Legacy Intel® Celeron® Processor,Desktop,326,End of Interactive Support,Q2'04,90 nm,N/A,1,,2.53 GHz,,256 KB L2,533 MHz FSB,84 W,Yes,,,,,,,,,,,,,,,,,,,,,67.7°C,,No,Yes,64-bit,,,,,Yes,Intel Celeron B710 @ 1.60GHz,NA,0,105,NA,100,NA,35,3.01,15-Aug,rPGA988B,Laptop,15-Aug,8/1/2015
Legacy Intel® Celeron® Processor,Desktop,,End of Interactive Support,,130 nm,N/A,1,,2.60 GHz,,128 KB L2,400 MHz FSB,62.6 W,No,,,,,,No,,,,,,,,,,,,,,,72°C,No,No,No,32-bit,,No,,,No,Intel Celeron B800 @ 1.50GHz,$24.99*,$24.99 ,611,24.45,586,23.46,35,17.46,11-Sep,PGA988B,Laptop,11-Sep,9/1/2011
Legacy Intel® Celeron® Processor,Desktop,,End of Interactive Support,Q1'02,130 nm,N/A,1,,2.50 GHz,,128 KB L2,400 MHz FSB,61 W,Yes,,,,,,No,,,,,,,,,,,,,,,72°C,No,No,No,32-bit,,No,,,No,Intel Celeron B810 @ 1.60GHz,NA,0,815,NA,735,NA,35,23.28,11-Oct,PGA988B,Laptop,11-Oct,10/1/2011
Legacy Intel® Celeron® Processor,Desktop,,End of Interactive Support,,180 nm,N/A,1,,600 MHz,,128 KB L2,66 MHz FSB,15.8 W,No,,,,,,No,,,,,,,,,,,,,,,90°C,No,No,No,32-bit,,No,,,No,Intel Celeron B815 @ 1.60GHz,NA,0,692,NA,645,NA,35,19.78,12-Jan,PGA988B,Laptop,12-Jan,1/1/2012
