name,DDR3_4,size,totalSize,latency,readRate,writeRate,Price,RAMmark
Mushkin MR[A/B]4U300JJJM16G 16GB,1,16,16,22,18.4,14.3,214.9,945.2809172
Nanya Technology M471A5143EB1-CRC 4GB,1,4,4,79,14.7,7.9,31,265.9908062
Patriot Memory (PDP Systems) PSD44G213381 4GB,1,4,4,24,15.6,11.7,58.4,865.8929505
Patriot Memory (PDP Systems) PSD44G240041 4GB,1,4,4,68,15.6,7,39.8,308.1508528
Patriot Memory (PDP Systems) PSD44G240081 4GB,1,4,4,23,15.9,11.7,75.8,903.3320896
Patriot Memory (PDP Systems) PSD44G240082 4GB,1,4,4,26,15.3,10.8,18.9,799.4402194
Patriot Memory (PDP Systems) PSD48G21332 8GB,1,8,8,27,13.3,9.8,64.9,769.4161634
Patriot Memory (PDP Systems) PSD48G24002 8GB,1,8,8,24,15.8,11.4,59.9,865.8426495
Patriot Memory (PDP Systems) PSD48G213381 8GB,1,8,8,24,14.3,8.4,108.3,864.7391215
Patriot Memory (PDP Systems) PSD48G213382 8GB,1,8,8,25,16.9,12.2,105.2,831.8603745
Patriot Memory (PDP Systems) PSD48G240081 8GB,1,8,8,31.5,14.4,9.4,35.9,660.2963527
Patriot Memory (PDP Systems) PSD48G240082 8GB,1,8,8,23,17,11.5,109.9,903.464413
Patriot Memory (PDP Systems) PSD48G266681 8GB,1,8,8,28,17.5,13.2,34.9,743.7968391
Patriot Memory (PDP Systems) PSD416G21332 16GB,1,16,16,27,14.4,9.6,239.9,769.5484867
Patriot Memory (PDP Systems) PSD416G24002 16GB,1,16,16,24,16,10.7,179.9,865.6795268
Patriot Memory (PDP Systems) PSD416G26662 16GB,1,16,16,24,15.6,11.2,59.9,865.7519234
Samsung M378A1G43DB0-CPB 8GB,1,8,8,35.30769231,15.3,11.1,99,590.2742079
Samsung M378A1K43BB1-CPB 8GB,1,8,8,34.1,15.5,10.9,42,610.9535268
Samsung M378A1K43CB2-CTD 8GB,1,8,8,29.84848485,17.2,12.8,36.9,697.9865149
Samsung M378A1K43DB2-CTD 8GB,1,8,8,32.52941176,16.5,11.8,57.9,640.600229
Samsung M378A2K43BB1-CPB 16GB,1,16,16,34.6,14.5,8.6,109,601.3872758
Samsung M378A2K43BB1-CRC 16GB,1,16,16,27,15.4,10.7,115,770.0303231
Samsung M378A2K43CB1-CTD 16GB,1,16,16,30.79310345,17.1,11.6,68.4,676.4205254
Samsung M378A2K43DB1-CTD 16GB,1,16,16,35.83333333,14.4,11,94.9,581.5172546
Samsung M378A5143DB0-CPB 4GB,1,4,4,36.25,13.9,10.3,34,574.6139828
Samsung M378A5244CB0-CRC 4GB,1,4,4,32,14.6,8.4,21.9,649.8115146
Samsung M378A5244CB0-CTD 4GB,1,4,4,31,16.2,11,21.3,671.6238056
Samsung M386A4G40DM0-CPB 32GB,1,32,32,49,9.4,7.7,161.7,424.9681421
Samsung M386A8K40BM1-CRC 64GB,1,64,64,34,10.4,7.5,329.9,610.8995593
Samsung M391A1G43DB0-CPB 8GB,1,8,8,31,11.7,6.8,99.9,669.6670826
Samsung M391A2K43BB1-CPB 16GB,1,16,16,26,15.7,9.5,119.9,799.1421794
Samsung M393A1G40DB0-CPB 8GB,1,8,8,45.81818182,11.2,9,114.3,454.892505
Samsung M393A1G40DB1-CRC 8GB,1,8,8,33,10.7,7.4,62.9,629.3167588
Samsung M393A1G43DB0-CPB 8GB,1,8,8,52.42857143,9.2,8.1,60.2,397.5033131
Samsung M393A1G43EB1-CRC 8GB,1,8,8,34,11.1,7.2,121.8,610.9350466
Samsung M393A1K43BB0-CRC 8GB,1,8,8,33,11.1,8.9,83,629.808471
Samsung M393A2G40DB0-CPB 16GB,1,16,16,57.64705882,9.7,8,59.7,361.9267059
Samsung M393A2G40DB1-CRC 16GB,1,16,16,35,10.8,7.3,169.9,593.5689289
Samsung M393A2G40EB1-CRC 16GB,1,16,16,48.8,9.9,7.6,175,426.7518868
Samsung M393A2G40EB2-CTD 16GB,1,16,16,44,8.5,5.6,107.9,472.0831707
Samsung M393A2K40BB0-CPB 16GB,1,16,16,54,5.3,4.2,59.9,384.2790152
Samsung M393A2K40BB1-CRC 16GB,1,16,16,34,10.3,7.7,137.9,610.9388125
Samsung M393A2K43BB1-CRC 16GB,1,16,16,38,9.5,7.4,215.9,546.8222239
Samsung M393A4K40BB0-CPB 32GB,1,32,32,57.33333333,9,7.1,203.5,363.5117463
Samsung M393A4K40BB1-CRC 32GB,1,32,32,47.33333333,10.5,7.9,367.9,440.0436923
Samsung M393A4K40BB2-CTD 32GB,1,32,32,44,10.8,8.3,189.1,473.2393437
Samsung M393A4K40CB1-CRC 32GB,1,32,32,35,9.7,7.8,242.5,593.5212219
Samsung M393A5143DB0-CPB 4GB,1,4,4,52.66666667,9.5,8.2,44.4,395.8034248
Samsung M471A1G43DB0-CPB 8GB,1,8,8,38.71794872,14,10.4,45,538.3696596
Samsung M471A1G43EB1-CRC 8GB,1,8,8,25,14.8,9.3,37.6,830.682106
Samsung M471A1K43BB0-CPB 8GB,1,8,8,37.5,13.2,9.1,29,555.1779503
Samsung M471A1K43BB1-CRC 8GB,1,8,8,35.64285714,14.7,10,38,584.36453
Samsung M471A1K43CB1-CRC 8GB,1,8,8,39.84090909,13.8,9.6,40.4,523.0855379
Samsung M471A1K43CB1-CTD 8GB,1,8,8,34.96,16,11.6,35.5,596.3486256
Samsung M471A1K43DB1-CTD 8GB,1,8,8,33.90721649,16.4,12.1,45,614.8874595
Samsung M471A2K43BB1-CPB 16GB,1,16,16,38.5,13.4,8.5,164.9,540.7483201
Samsung M471A2K43CB1-CRC 16GB,1,16,16,37.71052632,14,8.4,60,552.0453578
Samsung M471A2K43CB1-CTD 16GB,1,16,16,35.90196078,16,11,30.9,580.6908466
Samsung M471A5143DB0-CPB 4GB,1,4,4,37.28571429,13.9,10.3,43.7,558.7994297
Samsung M471A5143EB0-CPB 4GB,1,4,4,34,13.1,8.4,26.7,611.616665
Samsung M471A5143EB1-CRC 4GB,1,4,4,95,15.8,7.3,46.9,222.0119245
Samsung M471A5244CB0-CRC 4GB,1,4,4,36,14.9,10.9,23.9,578.9084302
Samsung M471A5244CB0-CTD 4GB,1,4,4,36.25,16.1,11.1,15.8,575.2170947
Samsung M474A2K43BB1-CRC 16GB,1,16,16,25,16.2,12.8,159.4,831.9095035
Super Talent F24EA8GS 8GB,1,8,8,92,11.6,9.7,88.7,229.0522122
Super Talent F24EB8GS 8GB,1,8,8,31.33333333,16.2,12.4,127.3,664.9363236
Super Talent F26UB16GH 16GB,1,16,16,29,8.7,6.5,102.4,714.980955
CHIPS & Systems Inc BLS8 8GB,0,8,8,23,11.1,5.4,69.5,900.7315794
Chrysalis ITS CMY16GX3M2A2400C11 8GB,0,8,8,75,6.5,3.2,435.9,277.1910441
Corsair CM3X2GSD1066 2GB,0,2,3,210,2.1,1.2,14.9,98.97492689
Corsair CM3X4GSD1066 4GB,0,4,3,30,12.4,6.7,25.9,691.9503697
Corsair CMD8GX3M2A1600C7 4GB,0,4,8,24,15.8,9.6,99.9,865.3349517
Corsair CMD8GX3M2A1600C8 4GB,0,4,8,24,14.9,9.2,119.9,865.067711
Corsair CMD8GX3M2A1600C9 4GB,0,4,8,35.66666667,12.7,9.6,69.9,583.5220251
Corsair CMD8GX3M2A1866C9 4GB,0,4,8,23,15.4,9.9,129.4,902.7386034
Corsair CMD8GX3M2A2133C8 4GB,0,4,8,21,18.1,10.5,134.9,988.8286153
Corsair CMD8GX3M2A2133C9 4GB,0,4,8,21,16.2,11.3,169.9,988.7282633
Corsair CMD8GX3M2A2400C10 4GB,0,4,8,21,17.1,11.5,99.9,988.9390931
Corsair CMD8GX3M2A2400C11 4GB,0,4,8,23,16.6,10.7,81.9,903.1701388
Corsair CMD8GX3M2A2666C11 4GB,0,4,8,21,16.1,10.4,169.9,988.4572567
Corsair CMD8GX3M2A2666C12 4GB,0,4,8,20,16.7,10.7,109.9,1037.782894
Corsair CMD8GX3M2A2933C12 4GB,0,4,8,28,13.5,9.3,99.9,742.0105207
Corsair CMD8GX3M2A3000C12 4GB,0,4,8,28,14.9,8.1,149.9,741.9122627
Corsair CMD8GX3M2B2133C9 4GB,0,4,8,22,15.9,10.6,89.9,943.8083746
Corsair CMD8GX3M2B2800C12 4GB,0,4,8,20,16.2,11.1,154.9,1037.809928
Corsair CMD16GX3M2A1600C7 8GB,0,8,16,34.66666667,14.1,9.1,169.9,600.3126074
Corsair CMD16GX3M2A1600C9 8GB,0,8,16,34,15.1,10.2,133.9,612.4675161
Corsair CMD16GX3M2A1866C9 8GB,0,8,16,33.33333333,15.2,9.7,119.9,624.4836417
Corsair CMD16GX3M2A1866C10 8GB,0,8,16,28,13.7,9.1,162.3,741.9884251
Corsair CMD16GX3M2A2133C9 8GB,0,8,16,33,15.7,9.8,129.9,630.8515723
Corsair CMD16GX3M2A2400C10 8GB,0,8,16,23,15.7,10.9,179.9,903.0721308
Corsair CMD16GX3M2A2400C11 8GB,0,8,16,33.75,16.1,10.3,164.4,617.1635926
Corsair CMD16GX3M2A2666C11 8GB,0,8,16,20,16.7,11.2,249.9,1037.923922
Corsair CMD16GX3M2A2666C12 8GB,0,8,16,21,16.3,10.5,222.9,988.5197774
Corsair CMD16GX3M4A1600C7 4GB,0,4,16,26,13.8,9.8,189.9,798.9008002
Corsair CMD16GX3M4A1866C9 4GB,0,4,16,33,15.3,10.5,235.4,630.9803797
Corsair CMD16GX3M4A2133C8 4GB,0,4,16,21,17.3,11.2,397.1,988.8887921
Corsair CMD16GX3M4A2133C9 4GB,0,4,16,27.66666667,16.1,11.9,319.9,752.0703362
Corsair CMD16GX3M4A2400C9 4GB,0,4,16,21,15.9,12.1,469.9,988.9024338
Corsair CMD16GX3M4A2400C10 4GB,0,4,16,23,15,11.1,199.9,903.008438
Corsair CMD16GX3M4A2400C11 4GB,0,4,16,23,15,10.9,198.8,902.9520272
Corsair CMD16GX3M4A2666C10 4GB,0,4,16,17,18.6,12.4,579.9,1220.688309
Corsair CMD16GX3M4A2666C11 4GB,0,4,16,19,19.1,12.6,369.9,1093.041086
Corsair CMD16GX3M4A2666C12 4GB,0,4,16,23,17.2,11.4,199.9,903.4705228
Corsair CMD16GX3M4A2800C12 4GB,0,4,16,21,16.5,11.4,689.9,988.8079417
Corsair CMD16GX3M4A2933C12 4GB,0,4,16,22,16.6,11.4,289.9,944.1541217
Corsair CMD16GX3M4A3000C12 4GB,0,4,16,18,17,11.3,369.9,1152.659109
Corsair CMD16GX3M4B2133C9 4GB,0,4,16,23,15,10.9,179.9,902.9520272
Corsair CMD16GX3M4B2800C12 4GB,0,4,16,19,17.6,11.3,199.9,1092.41705
Corsair CMD32GX3M4A1600C7 8GB,0,8,32,24,14.6,10,359.9,865.2418815
Corsair CMD32GX3M4A1600C9 8GB,0,8,32,26,13.8,9.4,269.9,798.7879784
Corsair CMD32GX3M4A1600C10 8GB,0,8,32,28,13.3,9.1,389.9,741.9197945
Corsair CMD32GX3M4A1866C9 8GB,0,8,32,26,13.7,10.3,223.9,799.0246697
Corsair CMD32GX3M4A1866C10 8GB,0,8,32,26,14.5,10.3,567.9,799.161931
Corsair CMD32GX3M4A2133C9 8GB,0,8,32,31.125,15.2,12.4,279.9,669.1734438
Corsair CMD32GX3M4A2400C10 8GB,0,8,32,24,14.5,10.5,359.9,865.3657511
Corsair CMD32GX3M4A2400C11 8GB,0,8,32,30,16.5,12.6,289.9,694.3179545
Corsair CMD32GX3M4A2666C12 8GB,0,8,32,26,14.2,9,379.9,798.7437873
Corsair CMD64GX3M8A2133C9 8GB,0,8,64,25,13.5,11.1,629.9,830.9667543
Corsair CMD64GX3M8A2400C11 8GB,0,8,64,22,15.8,9.8,569.9,943.5655734
Corsair CML4GX3M1A1600C9 4GB,0,4,4,24,14.8,8.9,55.9,864.965937
Corsair CML4GX3M1X1600C7 4GB,0,4,4,23,15,9.3,77.4,902.5007402
Corsair CML4GX3M2A1600C9 2GB,0,2,4,32.5,16.7,9.3,42.3,640.503563
Corsair CML8GX3M1A1600C9 8GB,0,8,8,26,12.2,7.3,39.9,797.9211417
Corsair CML8GX3M1A1600C10 8GB,0,8,8,37.33333333,12.4,8.2,43.9,557.2437439
Corsair CML8GX3M1C1600C9 8GB,0,8,8,25,13.9,8.1,134.8,830.1892218
Corsair CML8GX3M2A1600C9 4GB,0,4,8,39.61538462,14.5,8.8,61,525.928952
Corsair CML8GX3M2A1866C9 4GB,0,4,8,24,15,9.4,129.8,865.1412795
Corsair CML8GX3M2A2133C11 4GB,0,4,8,23,16,10.4,73.9,902.9825766
Corsair CML8GX3M2C1600C9 4GB,0,4,8,27,12.5,7.6,59.9,768.6583825
Corsair CML16GX3M2A1600C9 8GB,0,8,16,40.86666667,13.7,8.4,107.6,509.7278087
Corsair CML16GX3M2A1600C10 8GB,0,8,16,43.22727273,13.1,8,76,481.9339692
Corsair CML16GX3M2A1866C10 8GB,0,8,16,38,13.6,8.1,174,547.723126
Corsair CML16GX3M2C1600C9 8GB,0,8,16,28,13.2,7.9,243.1,741.5641716
Corsair CML16GX3M4A1600C9 4GB,0,4,16,40.11111111,14.1,8.9,299.9,519.4500818
Corsair CML16GX3M4A1866C9 4GB,0,4,16,25,13.9,10.1,169.9,830.7533306
Corsair CML16GX3M4A2133C11 4GB,0,4,16,23,15,11.3,154.9,903.0648489
Corsair CML16GX3M4X1600C7 4GB,0,4,16,26,13.1,9.7,129.9,798.7524911
Corsair CML16GX3M4X1600C8 4GB,0,4,16,24,14,9.9,389.9,865.1107301
Corsair CML32GX3M4A1600C10 8GB,0,8,32,39,12.4,8.5,172.9,533.7042855
Corsair CML32GX3M4A1866C10 8GB,0,8,32,35.66666667,13,10.4,298.7,583.7991415
Corsair CMP4GX3M2A1600C9 2GB,0,2,4,24,14.9,9.3,62.9,865.0959164
Corsair CMP6GX3M3A1600C8 2GB,0,2,6,24,12.8,7.1,89.9,864.115086
Corsair CMP8GX3M2A1600C9 4GB,0,4,8,26,13.5,8.3,71.7,798.4262456
Corsair CMP8GX3M2B1333C9 4GB,0,4,8,26,13.7,8,96.9,798.3759446
Corsair CMP12GX3M3A1600C9 4GB,0,4,12,29,12.3,8.2,116.9,716.0781231
Corsair CMP16GX3M2A1600C10 8GB,0,8,16,26,13.9,8.7,270.1,798.607698
Corsair CMP16GX3M2A1600C11 8GB,0,8,16,26,13.7,8.3,155.9,798.460561
Corsair CMP16GX3M2X1866C9 8GB,0,8,16,22,15.4,9.9,229.2,943.5251482
Corsair CMP16GX3M4A1333C9 4GB,0,4,16,25,13.7,8.6,159.9,830.2959337
Corsair CMP16GX3M4X1600C7 4GB,0,4,16,24,13.9,9.9,234.9,865.0935725
Corsair CMP16GX3M4X1866C9 4GB,0,4,16,24,13.8,10.8,290.9,865.3302638
Corsair CMP32GX3M4X1600C10 8GB,0,8,32,39.66666667,9.5,5.6,324.9,523.4949863
Corsair CMSA4GX3M1A1333C9 4GB,0,4,4,30,8.4,8.1,27.9,691.6589395
Corsair CMSA8GX3M1A1333C9 8GB,0,8,8,29,11.7,8.1,116.6,715.9469717
Corsair CMSA8GX3M1A1600C11 8GB,0,8,8,32,11.9,8.8,69.9,649.4610796
Corsair CMSA8GX3M2A1333C9 4GB,0,4,8,29,11,7.8,75.5,715.7422518
Corsair CMSO2GX3M1A1333C9 2GB,0,2,2,25,12.2,7.6,39.9,829.7565144
Corsair CMSO4GX3M1A1333C9 4GB,0,4,4,30,10.9,7.6,26.9,691.9468537
Corsair CMSO4GX3M1A1600C11 4GB,0,4,4,31,11.1,6.9,49.9,669.5923421
Corsair CMSO4GX3M1C1333C9 4GB,0,4,4,27,11.7,8.5,23.9,768.7749701
Corsair CMSO4GX3M1C1600C11 4GB,0,4,4,28,12.6,8.3,23,741.5740474
Corsair CMSO8GX3M1A1333C9 8GB,0,8,8,30,10.8,7.2,34.9,691.8168743
Corsair CMSO8GX3M1A1600C11 8GB,0,8,8,28,12.5,8.9,37.9,741.7261224
Corsair CMSO8GX3M1C1333C9 8GB,0,8,8,34,10.7,7.7,34.9,611.0074432
Corsair CMSO8GX3M1C1600C11 8GB,0,8,8,29,11.5,8,37.9,715.8844509
Corsair CMSO8GX3M2C1600C11 4GB,0,4,8,28,12,7.4,42.9,741.2172525
Corsair CMSO16GX3M2C1600C1 8GB,0,8,16,29,13,9.1,214.9,716.4520756
Corsair CMSX4GX3M1A1600C9 4GB,0,4,4,27,12.8,9,59.9,769.1047316
Corsair CMSX8GX3M1A1600C1 8GB,0,8,8,29,12.1,8.4,38.9,716.1002186
Corsair CMSX8GX3M1A1600C10 8GB,0,8,8,54.66666667,10.1,7.3,46.9,381.3161583
Corsair CMSX8GX3M2A1600C9 4GB,0,4,8,26,13.6,8.5,44.9,798.4998142
Corsair CMSX8GX3M2A1866C10 4GB,0,4,8,24,14.6,9.9,92.9,865.2136761
Corsair CMSX8GX3M2B1600C9 4GB,0,4,8,29,11.8,8,73,715.9359239
Corsair CMSX8GX3M2B1866C10 4GB,0,4,8,25,13.5,9.4,42,830.4872619
Corsair CMSX8GX3M2B2133C11 4GB,0,4,8,27,13.3,9.9,66.9,769.4443688
Corsair CMSX8GX3M2C2133C11 4GB,0,4,8,139,5.4,4.5,54.9,150.6705185
Corsair CMSX16GX3M2B1600C9 8GB,0,8,16,38.33333333,12.8,9.1,129.9,543.1452666
Corsair CMSX16GX3M2B1866C1 8GB,0,8,16,27,13.5,10.2,239.9,769.5633004
Corsair CMSX16GX3M2B2133C1 8GB,0,8,16,24,15.4,11.5,159.9,865.8022244
Corsair CMSX16GX3M2C1866C1 8GB,0,8,16,29,12.7,7.9,119.9,716.0621374
Corsair CMSX16GX3M2C2133C1 8GB,0,8,16,27,13.2,10.8,97.9,769.6810601
Corsair CMT8GX3M2A1866C9 4GB,0,4,8,23,15.3,10,96.9,902.7496512
Corsair CMT8GX3M2A2000C9 4GB,0,4,8,21,16,11,99.9,988.6093316
Corsair CMT8GX3M2B2133C9 4GB,0,4,8,22,15.7,11,134.9,943.886881
Corsair CMT12GX3M3A2000C9 4GB,0,4,12,23,14.3,10.6,173.9,902.7473072
Corsair CMT16GX3M4X2133C9 4GB,0,4,16,23,14.1,11.4,284.9,902.9386354
Corsair CMT32GX3M4X1866C9 8GB,0,8,32,25,13.9,10.7,424.9,830.9225632
Corsair CMV4GX3M1A1333C9 4GB,0,4,4,41.83333333,10.2,6.7,22,496.9782918
Corsair CMV4GX3M1A1600C11 4GB,0,4,4,37.66666667,14.5,8.8,22.9,552.8812222
Corsair CMV4GX3M1C1600C11 4GB,0,4,4,28,12.9,8.5,22.9,741.6819312
Corsair CMV8GX3M1A1333C9 8GB,0,8,8,37.75,12.1,7.1,59.8,550.7804289
Corsair CMV8GX3M1A1600C11 8GB,0,8,8,39.44444444,12.4,7.5,38.9,527.4596478
Corsair CMV8GX3M1C1600C11 8GB,0,8,8,27,12.8,7.7,39.9,768.7380609
Corsair CMV8GX3M2A1333C9 4GB,0,4,8,27,13,7.5,47.6,768.7159653
Corsair CMV8GX3M2A1600C11 4GB,0,4,8,35,11.6,8.4,38.9,594.01645
Corsair CMX4GX3M1A1333C9 4GB,0,4,4,27,11.9,7.2,26.3,768.4426148
Corsair CMX4GX3M1A1600C9 4GB,0,4,4,25,13.4,8.4,21.9,830.1880498
Corsair CMX4GX3M1A1600C11 4GB,0,4,4,26,13,7.5,49.9,798.1148138
Corsair CMX4GX3M2A1333C8 2GB,0,2,4,27,11.8,8,33.9,768.6511006
Corsair CMX4GX3M2A1600C8 2GB,0,2,4,23,13.7,9.2,44.9,902.2494852
Corsair CMX4GX3M2A1600C9 2GB,0,2,4,36.66666667,13.2,7.9,52.6,567.3473587
Corsair CMX4GX3M2B1600C9 2GB,0,2,4,24,13.9,8.7,69.9,864.7551072
Corsair CMX4GX3M2B2000C9 2GB,0,2,4,21,15.4,10.8,59.9,988.4499748
Corsair CMX6GX3M3A1600C9 2GB,0,2,6,25,13.1,8.3,83.9,830.1083714
Corsair CMX8GX3M1A1333C9 8GB,0,8,8,38.66666667,9.5,5.1,136.9,536.8096187
Corsair CMX8GX3M1A1600C11 8GB,0,8,8,36.66666667,12.1,7.1,78.9,566.932981
Corsair CMX8GX3M2A1333C9 4GB,0,4,8,38.75,13,8,54.7,537.080264
Corsair CMX8GX3M2A1600C9 4GB,0,4,8,38.125,14.3,8.6,52.4,546.2035845
Corsair CMX8GX3M2A1600C11 4GB,0,4,8,26,13.4,8.7,47.9,798.5219097
Corsair CMX8GX3M2A2000C9 4GB,0,4,8,34.5,13.3,9.4,99.9,603.1359368
Corsair CMX8GX3M2B1600C9 4GB,0,4,8,25,14.3,9.1,42.9,830.5399068
Corsair CMX8GX3M4A1333C9 2GB,0,2,8,26,13.3,8.1,37.9,798.3355194
Corsair CMX8GX3M4A1600C9 2GB,0,2,8,24,14.3,9.3,64.9,864.9929705
Corsair CMX12GX3M3A1333C9 4GB,0,4,12,26,12.5,7.3,166.9,797.9726147
Corsair CMX12GX3M3A2000C9 4GB,0,4,12,25,12.3,10,144.9,830.4506026
Corsair CMX16GX3M2A1333C9 8GB,0,8,16,37.5,14,8.3,158.6,555.0895681
Corsair CMX16GX3M2A1600C11 8GB,0,8,16,38.33333333,12.7,7.7,165.2,542.7332328
Corsair CMX16GX3M4A1333C9 4GB,0,4,16,38,13.2,8.3,296.8,547.7109062
Corsair CMX16GX3M4A1600C9 4GB,0,4,16,31.25,16.1,10.1,169.9,666.0268657
Corsair CMX32GX3M4A1333C9 8GB,0,8,32,28,12.3,7.9,401.4,741.4097527
Corsair CMX32GX3M4A1600C11 8GB,0,8,32,38.33333333,12.4,8.8,237.9,542.9920196
Corsair CMX64GX3M8A1333C9 8GB,0,8,64,29,12.3,9.6,692.6,716.4729992
Corsair CMX64GX3M8A1600C11 8GB,0,8,64,30,12.1,9.4,299.9,692.6604435
Corsair CMY8GX3M2A1600C9 4GB,0,4,8,37.14285714,15.4,9.3,149.4,560.9036224
Corsair CMY8GX3M2A1866C9 4GB,0,4,8,37.5,14.3,8.7,90.3,555.2538628
Corsair CMY8GX3M2A2133C8 4GB,0,4,8,19,18.1,11.9,99.9,1092.672071
Corsair CMY8GX3M2A2133C9 4GB,0,4,8,23,16.1,9.5,94.9,902.7458853
Corsair CMY8GX3M2A2133C11 4GB,0,4,8,23,15.7,9.9,73.9,902.7900764
Corsair CMY8GX3M2A2400C11 4GB,0,4,8,33.83333333,16.3,10.6,240.9,615.7763764
Corsair CMY8GX3M2A2666C11 4GB,0,4,8,23,17,10.1,152.9,903.0695368
Corsair CMY8GX3M2A2666C12 4GB,0,4,8,22,15.8,9.5,271.7,943.4809571
Corsair CMY8GX3M2A2800C12 4GB,0,4,8,20,17.3,10.2,129.9,1037.744813
Corsair CMY8GX3M2A3000C12 4GB,0,4,8,26,14.2,7.9,179.9,798.4335275
Corsair CMY8GX3M2B2133C9 4GB,0,4,8,34,16,10.1,53,612.5937296
Corsair CMY8GX3M2B2133C11 4GB,0,4,8,22,17,10.4,305.9,943.940698
Corsair CMY8GX3M2C1600C9 4GB,0,4,8,26,12.8,7.3,295.9,798.0240877
Corsair CMY8GX3M2C1866C10 4GB,0,4,8,23,15.8,11.1,86.8,903.1456993
Corsair CMY8GX3M2C2133C11 4GB,0,4,8,80,6.4,4.3,43.9,260.2858198
Corsair CMY16GX3M2A1600C9 8GB,0,8,16,39.26315789,14.4,9,77.9,530.6416879
Corsair CMY16GX3M2A1866C9 8GB,0,8,16,37.31578947,14.6,9.3,139.9,558.1913703
Corsair CMY16GX3M2A1866C10 8GB,0,8,16,25,14.2,9.2,120.9,830.5509546
Corsair CMY16GX3M2A2133C9 8GB,0,8,16,21,16.7,11.4,178,988.842257
Corsair CMY16GX3M2A2133C11 8GB,0,8,16,34.26666667,16.2,10.9,136.9,608.1299548
Corsair CMY16GX3M2A2400C10 8GB,0,8,16,23,15.6,10.6,189.9,902.9703568
Corsair CMY16GX3M2A2400C11 8GB,0,8,16,36.70833333,15.6,10.3,259,567.7971919
Corsair CMY16GX3M2A2666C12 8GB,0,8,16,23,16.2,10.9,194.9,903.1579191
Corsair CMY16GX3M2B2133C11 8GB,0,8,16,30.66666667,15.3,10.8,116.9,678.6492982
Corsair CMY16GX3M2C1600C9 8GB,0,8,16,25,12.9,7.6,119.9,829.876618
Corsair CMY16GX3M2C1866C10 8GB,0,8,16,25,13.8,8.6,120.9,830.3130913
Corsair CMY16GX3M2C2133C11 8GB,0,8,16,24,14.8,9.4,88.9,865.1069642
Corsair CMY16GX3M4A2666C12 4GB,0,4,16,25,14.9,9.4,219.9,830.7274691
Corsair CMY32GX3M4A1600C9 8GB,0,8,32,39.5,13.8,9.2,168.9,527.4434589
Corsair CMY32GX3M4A1866C9 8GB,0,8,32,35,14.9,9.9,159.9,595.0057343
Corsair CMY32GX3M4A2133C11 8GB,0,8,32,25,14.8,10.6,189.9,831.0487767
Corsair CMY32GX3M4A2400C10 8GB,0,8,32,23,14.6,11.7,479.9,903.10904
Corsair CMY32GX3M4A2400C11 8GB,0,8,32,35,16.3,10.7,249.9,595.471585
Corsair CMY32GX3M4A2666C12 8GB,0,8,32,25,15.3,10.6,374.9,831.134565
Corsair CMY32GX3M4A2800C12 8GB,0,8,32,23,16.8,10.7,499.9,903.2044541
Corsair CMY32GX3M4B2133C11 8GB,0,8,32,26,13.6,10.4,236.9,799.0357175
Corsair CMY32GX3M4C1600C9 8GB,0,8,32,27,12.4,7.5,563.9,768.6130194
Corsair CMY32GX3M4C1866C10 8GB,0,8,32,24,13.6,7.5,319.9,864.365169
Corsair CMY64GX3M8A1866C9 8GB,0,8,64,32,11.7,9.1,369.9,649.5113806
Corsair CMY64GX3M8A2133C11 8GB,0,8,64,28,12.5,9.2,490.2,741.8107387
Corsair CMY64GX3M8A2400C11 8GB,0,8,64,29,12.2,9.2,464.9,716.3430198
Corsair CMZ4GX3M1A1600C9 4GB,0,4,4,37,13.2,8.3,24.9,562.3894209
Corsair CMZ4GX3M2A1600C9 2GB,0,2,4,37,14.7,8.3,193.9,562.6467858
Corsair CMZ4GX3M2A2000C10 2GB,0,2,4,24,14.6,9,103.8,864.9598271
Corsair CMZ8GX3M1A1600C9 8GB,0,8,8,38,11.8,6.6,99.9,546.9912065
Corsair CMZ8GX3M1A1600C10 8GB,0,8,8,39.4,13.2,8.3,42.6,528.4127574
Corsair CMZ8GX3M1A1866C10 8GB,0,8,8,26,13.7,8.3,58.9,798.460561
Corsair CMZ8GX3M2A1600C8 4GB,0,4,8,33.625,14.7,9.9,63.9,619.0837831
Corsair CMZ8GX3M2A1600C9 4GB,0,4,8,37.8375,14.3,9,48.9,550.4295415
Corsair CMZ8GX3M2A1866C9 4GB,0,4,8,33.83333333,13.8,8.7,89.7,614.8115316
Corsair CMZ8GX3M2A1866C10 4GB,0,4,8,29,11.9,7.9,41.9,715.9248761
Corsair CMZ8GX3M2A2133C11 4GB,0,4,8,23,15.3,10.2,73.9,902.8060621
Corsair CMZ8GX3M2B1600C9 4GB,0,4,8,27,13,6.8,149.9,768.5185273
Corsair CMZ8GX3M2X1600C7 4GB,0,4,8,23,14.8,9.1,69.9,902.410014
Corsair CMZ8GX3M2X1600C8 4GB,0,4,8,25,13.9,8.6,94.9,830.330249
Corsair CMZ8GX3M2X2133C9 4GB,0,4,8,27,16.3,11.7,97.9,770.4667964
Corsair CMZ8GX3M4X1600C9 2GB,0,2,8,24,14.4,9.2,129.9,864.9819227
Corsair CMZ12GX3M3A1600C9 4GB,0,4,12,25,13.4,8.5,69.9,830.2162553
Corsair CMZ12GX3M3A2000C10 4GB,0,4,12,26,12.9,8.7,129.9,798.4361214
